region,fips
Upper Midwest,55103
Upper Midwest,55105
Upper Midwest,55107
Upper Midwest,55109
Upper Midwest,55111
Upper Midwest,55113
Upper Midwest,55115
Upper Midwest,55117
Upper Midwest,55119
Upper Midwest,55121
Upper Midwest,55123
Upper Midwest,55125
Upper Midwest,55127
Upper Midwest,55129
Upper Midwest,55131
Upper Midwest,55133
Upper Midwest,55135
Upper Midwest,55137
Upper Midwest,55139
Upper Midwest,55141
